contract_award_unique_key,award_id_piid,parent_award_id_piid,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award,base_and_all_options_value,potential_total_value_of_award,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,contract_bundling,naics_description,extent_competed,solicitation_procedures,type_of_set_aside,evaluated_preference,number_of_offers_received,commercial_item_acquisition_procedures,small_business_competitiveness_demonstration_program,performance_based_service_acquisition,multi_year_contract,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business
CONT_AWD_68HERD20F0039_6800_NNG15SD26B_8000,68HERD20F0039,NNG15SD26B,-7659.2,37053.73,-7659.2,37053.73,-7659.2,37053.73,ARLINGTON,VA,FIRM FIXED PRICE,NOT BUNDLED,OTHER COMPUTER RELATED SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,2,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0001_6800_EPC17008_6800,0001,EPC17008,202612,11157733.76,202612,11157733.76,202612,11157733.76,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,t,f
CONT_AWD_68HERC21F0418_6800_68HERC20D0020_6800,68HERC21F0418,68HERC20D0020,7481.09,7481.09,57374.16,57374.16,57374.16,57374.16,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0721C0006_6800_-NONE-_-NONE-,68HE0721C0006,,17894267,17894267,17894267,17894267,17894267,17894267,HASTINGS,NE,FIRM FIXED PRICE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,WOMEN OWNED SMALL BUSINESS,NO PREFERENCE USED,2,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,t,t,f,f,f,t,f,f
CONT_AWD_68HERC21F0433_6800_68HERC20D0011_6800,68HERC21F0433,68HERC20D0011,52314,515384.72,0,662856,0,662856,SANDWICH,MA,COST PLUS FIXED FEE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0321F0089_6800_GS07F101DA_4732,68HE0321F0089,GS07F101DA,0,44849.07,0,44849.07,0,44849.07,FORT GEORGE G MEADE,MD,FIRM FIXED PRICE,NOT BUNDLED,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0007_6800_EPW15010_6800,0007,EPW15010,0,541070.5,0,541070.5,0,2571425.06,WASHINGTON,DC,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,TELECOMMUNICATIONS RESELLERS,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH21F0370_6800_68HE0318D0005_6800,68HERH21F0370,68HE0318D0005,305410.34,305410.34,305410.34,305410.34,3186470.68,3186470.68,DALLAS,TX,COST PLUS FIXED FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERD21F0039_6800_75N98118D00019_7529,68HERD21F0039,75N98118D00019,122669.74,2196112.5,0,3670339.55,0,10632677.33,WASHINGTON,DC,TIME AND MATERIALS,NOT BUNDLED,COMPUTER SYSTEMS DESIGN SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,NO PREFERENCE USED,3,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0319P0035_6800_-NONE-_-NONE-,68HE0319P0035,,5376,16872,5376,16872,0,28740,PHILADELPHIA,PA,FIRM FIXED PRICE,NOT BUNDLED,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,3,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERD21P0101_6800_-NONE-_-NONE-,68HERD21P0101,,22020.84,22020.84,22020.84,22020.84,22020.84,22020.84,FREDERICK,MD,FIRM FIXED PRICE,NOT BUNDLED,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,NOT COMPETED,ONLY ONE SOURCE,NO SET ASIDE USED.,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0721F0147_6800_47QTCA18D009F_4732,68HE0721F0147,47QTCA18D009F,20409.26,20409.26,20409.26,20409.26,20409.26,20409.26,SEATTLE,WA,FIRM FIXED PRICE,NOT BUNDLED,ELECTRONIC COMPUTER MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,2,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,t,t,f,f,f,f,f
CONT_AWD_68HE0421F0074_6800_EPS41504_6800,68HE0421F0074,EPS41504,200000,350000,200000,350000,200000,350000,ATLANTA,GA,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0019_6800_EPW15010_6800,0019,EPW15010,-812.93,279779.47,-812.93,279779.47,-812.93,279779.47,SAN JOSE,CA,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,TELECOMMUNICATIONS RESELLERS,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC19C0008_6800_-NONE-_-NONE-,68HERC19C0008,,245000,3537122.2,0,3987372.05,0,3987372.05,GULF BREEZE,FL,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HE0720F0077_6800_68HE0318D0006_6800,68HE0720F0077,68HE0318D0006,441478.55,1141601.84,214358.51,2096608.32,214358.51,2610625.77,FREDERICKTOWN,MO,COST PLUS FIXED FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HE0721P0050_6800_-NONE-_-NONE-,68HE0721P0050,,13822,13822,13822,13822,13822,13822,BOISE,ID,FIRM FIXED PRICE,NOT BUNDLED,ADVERTISING AGENCIES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,8,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HE0521F0151_6800_EPS41602_6800,68HE0521F0151,EPS41602,300000,0,300000,0,300000,0,CHICAGO,IL,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0121F0029_6800_68HE0121D0005_6800,68HE0121F0029,68HE0121D0005,0,1031000,0,1031000,0,1031000,LINCOLN,RI,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0121F0029_6800_68HE0121D0005_6800,68HE0121F0029,68HE0121D0005,125000,1031000,125000,1031000,125000,1031000,LINCOLN,RI,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0449_6800_EPC17009_6800,68HERC21F0449,EPC17009,35007,35007,35007,35007,35007,35007,TRENTON,NJ,FIRM FIXED PRICE,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,t,t,f,t,f,f,f,f
CONT_AWD_68HE0621F0022_6800_EPS41604_6800,68HE0621F0022,EPS41604,0,385000,0,385000,0,385000,DALLAS,TX,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0521F0153_6800_GS03F0151X_4732,68HE0521F0153,GS03F0151X,1343237,1343237,1343237,1343237,1343237,1343237,DERWOOD,MD,FIRM FIXED PRICE,NOT BUNDLED,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NOT APPLICABLE,,t,t,t,t,f,f,f,t,f,f
CONT_IDV_68HE0421D0015_6800,68HE0421D0015,,150000,150000,,,181511762.8,181511762.8,,,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,4,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0B21P0648_6800_-NONE-_-NONE-,68HE0B21P0648,,15999.5,15999.5,15999.5,15999.5,15999.5,15999.5,FRESNO,CA,FIRM FIXED PRICE,NOT BUNDLED,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,4,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0221P0012_6800_-NONE-_-NONE-,68HE0221P0012,,19380,19380,19380,19380,19380,19380,BOISE,ID,FIRM FIXED PRICE,NOT BUNDLED,SOFTWARE PUBLISHERS,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0320F0028_6800_68HE0118D0009_6800,68HE0320F0028,68HE0118D0009,70873.44,154569.06,70873.44,154569.06,70873.44,280557.78,TRENTON,NJ,FIRM FIXED PRICE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,t,f,f,f,f,f
CONT_IDV_68HE0421D0016_6800,68HE0421D0016,,150000,150000,,,181511762.8,181511762.8,,,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,4,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0720F0044_6800_EPS91401_6800,68HE0720F0044,EPS91401,0,624268.23,826068.11,1450336.34,826068.11,1450336.34,YELLOW PINE,ID,FIXED PRICE LEVEL OF EFFORT,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,ARCHITECT-ENGINEER FAR 6.102,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21C0074_6800_-NONE-_-NONE-,68HERC21C0074,,208439.35,208439.35,883168,883168,4297496,4297496,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,JANITORIAL SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_0020_6800_EPW15010_6800,0020,EPW15010,-19277.3,897687.54,-19277.3,913960.58,-19277.3,913960.58,SAN JOSE,CA,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,TELECOMMUNICATIONS RESELLERS,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0121F0050_6800_68HE0118A0002_6800,68HE0121F0050,68HE0118A0002,119957.45,159799.1,119957.45,159799.1,119957.45,159799.1,SANDWICH,MA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0B21P0052_6800_-NONE-_-NONE-,68HE0B21P0052,,0,95000,0,95000,0,190000,BOULDER,CO,FIRM FIXED PRICE,NOT BUNDLED,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,t,f,f,t,f,f,f,t,f,f
CONT_AWD_68HE0420F0076_6800_68HERH19D0021_6800,68HE0420F0076,68HERH19D0021,-35861.62,49837.09,-35861.62,49837.09,-35861.62,49837.09,MONROE,LA,TIME AND MATERIALS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,2,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_EPG17H00964_6800_GS03F0052V_4730,EPG17H00964,GS03F0052V,-858.6,36166,0,37024.6,0,44274.6,WASHINGTON,DC,FIXED PRICE AWARD FEE,NOT BUNDLED,OFFICE MACHINERY MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0619F0026_6800_EPS41604_6800,68HE0619F0026,EPS41604,0,400000,0,400000,0,400000,DALLAS,TX,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0D18F0935_6800_GS35F0567P_4730,68HE0D18F0935,GS35F0567P,38408.45,11562919.64,0,15064858.6,0,15064858.6,DURHAM,NC,TIME AND MATERIALS,NOT BUNDLED,COMPUTER FACILITIES MANAGEMENT SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,,12,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,f,f,t,f,f,f,t,f,f
CONT_AWD_68HE0521F0152_6800_EPS41602_6800,68HE0521F0152,EPS41602,198414,32213.49,198414,32213.49,198414,32213.49,CHICAGO,IL,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0621F0014_6800_EPS41604_6800,68HE0621F0014,EPS41604,0,656370.36,0,656370.36,0,656370.36,DALLAS,TX,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21P0041_6800_-NONE-_-NONE-,68HERC21P0041,,39385.42,39385.42,39385.42,39385.42,39385.42,39385.42,TOLLAND,CT,FIRM FIXED PRICE,NOT BUNDLED,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,2,COMMERCIAL ITEM,f,NOT APPLICABLE,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HE0819C0001_6800_-NONE-_-NONE-,68HE0819C0001,,0,2445261.05,0,2445261.05,0,3821511.84,DENVER,CO,FIRM FIXED PRICE,NOT BUNDLED,GENERAL WAREHOUSING AND STORAGE,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,SUPPLIES OR SERVICES PURSUANT TO FAR 12.102(F),f,YES - SERVICE WHERE PBA IS USED.,YES,t,t,t,t,f,f,t,f,f,f
CONT_AWD_68HE0821F0084_6800_68HE0820D0002_6800,68HE0821F0084,68HE0820D0002,27000,27000,27000,27000,27000,27000,TELLURIDE,CO,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0221P0021_6800_-NONE-_-NONE-,68HE0221P0021,,50195.84,50195.84,50195.84,50195.84,50195.84,50195.84,DEMOTTE,IN,FIRM FIXED PRICE,NOT BUNDLED,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,8,COMMERCIAL ITEM,f,NOT APPLICABLE,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HE0920F0072_6800_EPS91401_6800,68HE0920F0072,EPS91401,390447.94,799912.82,390447.94,799912.82,390447.94,799912.82,SAN FRANCISCO,CA,FIRM FIXED PRICE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,ARCHITECT-ENGINEER FAR 6.102,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0032_6800_EPR51110_6800,0032,EPR51110,-0.66,972004.34,-0.66,972004.34,-0.66,972004.34,DETROIT,MI,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,ARCHITECT-ENGINEER FAR 6.102,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH21F0376_6800_68HERC20D0017_6800,68HERH21F0376,68HERC20D0017,74066.36,74066.36,114996,114996,114996,114996,GAITHERSBURG,MD,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERH20F0357_6800_47QRAA18D00D1_4732,68HERH20F0357,47QRAA18D00D1,12000,1304946.01,0,3575621,0,9219637,PETALUMA,CA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH20F0357_6800_47QRAA18D00D1_4732,68HERH20F0357,47QRAA18D00D1,-661.75,1304946.01,0,3575621,0,9219637,PETALUMA,CA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0220F0079_6800_68HE0220D0001_6800,68HE0220F0079,68HE0220D0001,-12000,0,-12000,0,-12000,0,GARFIELD,NJ,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0521F0119_6800_68HE0118D0010_6800,68HE0521F0119,68HE0118D0010,0,110800.56,0,256461.51,0,256461.51,CHANTILLY,VA,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,4,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH21F0373_6800_68HE0318D0005_6800,68HERH21F0373,68HE0318D0005,734665.05,734665.05,734666.03,734666.03,3971018.41,3971018.41,DALLAS,TX,COST PLUS FIXED FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0521F0152_6800_EPS41602_6800,68HE0521F0152,EPS41602,1000000,1198414,1000000,1198414,1000000,1198414,CHICAGO,IL,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
